
Probabilities History (rounded to 3 digits):
Iteration 100: e: 0.16, a: 0.13, o: 0.12, n: 0.1, r: 0.09, s: 0.09, l: 0.06, d: 0.05, f: 0.04, t: 0.04, c: 0.02, i: 0.02, p: 0.02, g: 0.01, m: 0.01, w: 0.01, y: 0.01, z: 0.01, b: 0.0, h: 0.0, j: 0.0, k: 0.0, q: 0.0, u: 0.0, v: 0.0, x: 0.0
Iteration 11400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4f20>
Iteration 11500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4f90>
Iteration 11600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5000>
Iteration 11700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5070>
Iteration 11800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d50e0>
Iteration 11900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5150>
Iteration 12000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d51c0>
Iteration 12100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5230>
Iteration 12200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d52a0>
Iteration 12300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5310>
Iteration 12400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5380>
Iteration 12500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d53f0>
Iteration 12600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5460>
Iteration 12700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d54d0>
Iteration 12800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5540>
Iteration 12900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d55b0>
Iteration 13000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5620>
Iteration 13100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5690>
Iteration 13200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5700>
Iteration 13300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5770>
Iteration 13400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d57e0>
Iteration 13500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5850>
Iteration 13600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d58c0>
Iteration 13700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5930>
Iteration 13800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d59a0>
Iteration 13900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5a10>
Iteration 14000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5a80>
Iteration 14100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5af0>
Iteration 14200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5b60>
Iteration 14300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5bd0>
Iteration 14400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5c40>
Iteration 14500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5cb0>
Iteration 14600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5d20>
Iteration 14700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5d90>
Iteration 14800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5e00>
Iteration 14900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5e70>
Iteration 15000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5ee0>
Iteration 15100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5f50>
Iteration 15200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d5fc0>
Iteration 15300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6030>
Iteration 15400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d60a0>
Iteration 15500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6110>
Iteration 15600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6180>
Iteration 15700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d61f0>
Iteration 15800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6260>
Iteration 15900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d62d0>
Iteration 16000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6340>
Iteration 16100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d63b0>
Iteration 16200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6420>
Iteration 16300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6490>
Iteration 16400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6500>
Iteration 16500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6570>
Iteration 16600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d65e0>
Iteration 16700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6650>
Iteration 16800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d66c0>
Iteration 16900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6730>
Iteration 17000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d67a0>
Iteration 17100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6810>
Iteration 17200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6880>
Iteration 17300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d68f0>
Iteration 17400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6960>
Iteration 17500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d69d0>
Iteration 17600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6a40>
Iteration 17700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6ab0>
Iteration 17800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6b20>
Iteration 17900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6b90>
Iteration 18000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d6c00>

Order Changes:
Iteration 100: Order (('e', 13), ('a', 11), ('o', 10), ('n', 8), ('r', 7), ('s', 7), ('l', 5), ('d', 4), ('f', 3), ('t', 3), ('c', 2), ('i', 2), ('p', 2), ('g', 1), ('m', 1), ('w', 1), ('y', 1), ('z', 1), ('b', 0), ('h', 0), ('j', 0), ('k', 0), ('q', 0), ('u', 0), ('v', 0), ('x', 0))
Iteration 200: Order (('e', 27), ('a', 19), ('n', 17), ('o', 17), ('r', 13), ('s', 12), ('d', 9), ('l', 9), ('t', 9), ('i', 6), ('p', 6), ('c', 5), ('f', 3), ('m', 3), ('u', 3), ('g', 1), ('j', 1), ('v', 1), ('w', 1), ('x', 1), ('y', 1), ('z', 1), ('b', 0), ('h', 0), ('k', 0), ('q', 0))
Iteration 300: Order (('e', 36), ('a', 28), ('o', 23), ('n', 22), ('r', 20), ('i', 15), ('s', 15), ('l', 14), ('d', 13), ('t', 13), ('c', 12), ('p', 8), ('u', 7), ('m', 5), ('f', 3), ('v', 3), ('y', 2), ('z', 2), ('g', 1), ('j', 1), ('q', 1), ('w', 1), ('x', 1), ('b', 0), ('h', 0), ('k', 0))
Iteration 400: Order (('e', 53), ('a', 37), ('o', 30), ('r', 29), ('n', 26), ('s', 19), ('i', 18), ('l', 18), ('t', 18), ('c', 15), ('d', 15), ('p', 9), ('u', 9), ('m', 8), ('f', 4), ('v', 4), ('b', 3), ('q', 3), ('j', 2), ('y', 2), ('z', 2), ('g', 1), ('w', 1), ('x', 1), ('h', 0), ('k', 0))
Iteration 500: Order (('e', 65), ('a', 47), ('o', 36), ('r', 36), ('n', 29), ('l', 24), ('s', 24), ('t', 23), ('i', 22), ('d', 20), ('c', 19), ('m', 13), ('p', 10), ('u', 10), ('b', 6), ('f', 5), ('v', 5), ('q', 3), ('j', 2), ('y', 2), ('z', 2), ('g', 1), ('h', 1), ('w', 1), ('x', 1), ('k', 0))
Iteration 600: Order (('e', 73), ('a', 54), ('o', 45), ('r', 39), ('n', 33), ('t', 32), ('s', 31), ('l', 30), ('i', 27), ('d', 23), ('c', 21), ('m', 14), ('u', 12), ('p', 11), ('b', 6), ('f', 6), ('v', 5), ('q', 4), ('y', 4), ('z', 3), ('g', 2), ('j', 2), ('x', 2), ('h', 1), ('w', 1), ('k', 0))
Iteration 700: Order (('e', 81), ('a', 62), ('o', 54), ('r', 45), ('n', 40), ('s', 37), ('t', 37), ('i', 35), ('l', 32), ('d', 28), ('c', 26), ('m', 18), ('u', 16), ('p', 13), ('b', 6), ('f', 6), ('v', 6), ('q', 5), ('g', 4), ('y', 4), ('z', 3), ('h', 2), ('j', 2), ('x', 2), ('w', 1), ('k', 0))
Iteration 800: Order (('e', 93), ('a', 70), ('o', 60), ('r', 52), ('n', 45), ('t', 43), ('i', 41), ('s', 41), ('l', 37), ('d', 32), ('c', 31), ('m', 22), ('u', 20), ('p', 16), ('f', 7), ('b', 6), ('q', 6), ('v', 6), ('g', 4), ('y', 4), ('h', 3), ('z', 3), ('j', 2), ('x', 2), ('w', 1), ('k', 0))
Iteration 900: Order (('e', 110), ('a', 79), ('o', 64), ('r', 59), ('s', 51), ('n', 49), ('i', 47), ('t', 46), ('l', 44), ('c', 35), ('d', 35), ('m', 23), ('u', 21), ('p', 19), ('b', 9), ('f', 8), ('q', 7), ('v', 6), ('g', 5), ('y', 5), ('h', 3), ('x', 3), ('z', 3), ('j', 2), ('w', 1), ('k', 0))
Iteration 1000: Order (('e', 117), ('a', 90), ('o', 70), ('r', 60), ('i', 59), ('n', 58), ('s', 57), ('t', 50), ('l', 49), ('c', 41), ('d', 41), ('m', 25), ('u', 23), ('p', 20), ('b', 10), ('f', 9), ('g', 7), ('q', 7), ('v', 7), ('y', 5), ('z', 4), ('h', 3), ('x', 3), ('j', 2), ('w', 1), ('k', 0))
Iteration 1100: Order (('e', 129), ('a', 99), ('o', 75), ('i', 68), ('n', 63), ('r', 62), ('s', 61), ('t', 53), ('l', 52), ('d', 47), ('c', 46), ('m', 29), ('u', 29), ('p', 23), ('b', 11), ('f', 10), ('g', 9), ('q', 8), ('v', 8), ('y', 5), ('z', 4), ('h', 3), ('x', 3), ('j', 2), ('w', 1), ('k', 0))
Iteration 1200: Order (('e', 138), ('a', 113), ('i', 78), ('o', 78), ('n', 67), ('s', 67), ('r', 64), ('t', 59), ('l', 56), ('d', 55), ('c', 50), ('u', 33), ('m', 30), ('p', 24), ('b', 11), ('f', 11), ('g', 10), ('v', 9), ('q', 8), ('y', 6), ('z', 6), ('h', 3), ('x', 3), ('j', 2), ('w', 1), ('k', 0))
Iteration 1300: Order (('e', 149), ('a', 123), ('i', 85), ('o', 83), ('s', 76), ('n', 74), ('r', 71), ('t', 63), ('l', 61), ('d', 60), ('c', 55), ('u', 36), ('m', 31), ('p', 27), ('f', 12), ('b', 11), ('g', 11), ('v', 10), ('q', 8), ('y', 6), ('z', 6), ('h', 3), ('x', 3), ('j', 2), ('w', 1), ('k', 0))
Iteration 1400: Order (('e', 158), ('a', 135), ('o', 93), ('i', 89), ('n', 82), ('r', 79), ('s', 79), ('l', 67), ('t', 66), ('d', 62), ('c', 60), ('u', 40), ('m', 33), ('p', 29), ('f', 13), ('b', 12), ('g', 12), ('v', 11), ('q', 9), ('z', 7), ('y', 6), ('h', 3), ('x', 3), ('j', 2), ('w', 1), ('k', 0))
Iteration 1500: Order (('e', 174), ('a', 140), ('o', 101), ('i', 94), ('n', 87), ('r', 85), ('s', 85), ('t', 73), ('l', 69), ('d', 66), ('c', 65), ('u', 44), ('m', 36), ('p', 30), ('f', 14), ('g', 13), ('b', 12), ('v', 12), ('q', 11), ('z', 7), ('y', 6), ('x', 4), ('h', 3), ('j', 2), ('w', 1), ('k', 0))
Iteration 1600: Order (('e', 185), ('a', 150), ('o', 113), ('i', 100), ('n', 94), ('r', 93), ('s', 88), ('t', 75), ('d', 73), ('c', 70), ('l', 70), ('u', 46), ('m', 38), ('p', 35), ('f', 15), ('g', 13), ('v', 13), ('b', 12), ('q', 11), ('z', 8), ('y', 6), ('x', 5), ('h', 3), ('j', 2), ('w', 1), ('k', 0))
Iteration 1700: Order (('e', 192), ('a', 167), ('o', 117), ('i', 109), ('n', 98), ('r', 97), ('s', 94), ('t', 81), ('d', 80), ('l', 78), ('c', 73), ('u', 50), ('m', 40), ('p', 35), ('f', 16), ('g', 14), ('b', 13), ('v', 13), ('q', 11), ('z', 8), ('y', 6), ('x', 5), ('h', 3), ('j', 3), ('w', 1), ('k', 0))
Iteration 1800: Order (('e', 199), ('a', 176), ('o', 125), ('i', 118), ('r', 104), ('n', 103), ('s', 98), ('d', 85), ('l', 84), ('t', 84), ('c', 76), ('u', 52), ('m', 43), ('p', 36), ('f', 17), ('b', 15), ('g', 15), ('v', 13), ('q', 11), ('z', 9), ('y', 8), ('j', 5), ('x', 5), ('h', 3), ('w', 1), ('k', 0))
Iteration 1900: Order (('e', 209), ('a', 186), ('o', 131), ('i', 125), ('n', 111), ('r', 107), ('s', 104), ('t', 90), ('d', 88), ('l', 88), ('c', 82), ('u', 57), ('m', 44), ('p', 37), ('f', 17), ('g', 16), ('b', 15), ('v', 14), ('q', 12), ('z', 9), ('y', 8), ('j', 7), ('x', 5), ('h', 3), ('w', 1), ('k', 0))
Iteration 2000: Order (('e', 223), ('a', 196), ('i', 134), ('o', 133), ('n', 121), ('r', 114), ('s', 109), ('d', 98), ('t', 95), ('l', 88), ('c', 85), ('u', 59), ('m', 46), ('p', 38), ('f', 18), ('g', 17), ('b', 15), ('v', 15), ('q', 13), ('y', 9), ('z', 9), ('j', 7), ('x', 5), ('h', 3), ('w', 1), ('k', 0))
Iteration 2100: Order (('e', 238), ('a', 200), ('o', 145), ('i', 137), ('n', 129), ('r', 117), ('s', 115), ('d', 101), ('t', 101), ('l', 93), ('c', 92), ('u', 61), ('m', 48), ('p', 40), ('g', 19), ('f', 18), ('b', 15), ('v', 15), ('q', 13), ('y', 9), ('z', 9), ('j', 7), ('x', 6), ('h', 3), ('w', 1), ('k', 0))
Iteration 2200: Order (('e', 247), ('a', 209), ('o', 149), ('i', 146), ('n', 141), ('r', 120), ('s', 119), ('t', 105), ('d', 103), ('c', 99), ('l', 95), ('u', 67), ('m', 50), ('p', 43), ('g', 20), ('f', 19), ('b', 17), ('v', 15), ('q', 14), ('y', 10), ('z', 9), ('j', 8), ('x', 6), ('h', 3), ('w', 1), ('k', 0))
Iteration 2300: Order (('e', 259), ('a', 224), ('i', 153), ('o', 151), ('n', 150), ('r', 123), ('s', 123), ('t', 110), ('d', 109), ('c', 105), ('l', 98), ('u', 72), ('m', 51), ('p', 44), ('g', 21), ('f', 19), ('b', 17), ('q', 16), ('v', 15), ('z', 11), ('y', 10), ('j', 9), ('x', 6), ('h', 3), ('w', 1), ('k', 0))
Iteration 2400: Order (('e', 267), ('a', 235), ('i', 160), ('n', 158), ('o', 158), ('r', 135), ('s', 124), ('t', 114), ('c', 110), ('d', 110), ('l', 103), ('u', 76), ('m', 52), ('p', 47), ('g', 21), ('f', 19), ('b', 17), ('v', 17), ('q', 16), ('z', 12), ('y', 10), ('j', 9), ('x', 6), ('h', 4), ('k', 1), ('w', 1))
Iteration 2500: Order (('e', 279), ('a', 244), ('i', 169), ('n', 165), ('o', 162), ('r', 139), ('s', 126), ('c', 117), ('t', 116), ('d', 113), ('l', 109), ('u', 80), ('m', 54), ('p', 50), ('f', 22), ('g', 22), ('b', 17), ('q', 17), ('v', 17), ('z', 13), ('y', 11), ('j', 10), ('x', 6), ('h', 4), ('k', 1), ('w', 1))
Iteration 2600: Order (('e', 291), ('a', 255), ('i', 175), ('n', 174), ('o', 171), ('r', 144), ('s', 131), ('c', 122), ('d', 119), ('t', 118), ('l', 111), ('u', 81), ('m', 57), ('p', 51), ('g', 24), ('f', 22), ('b', 18), ('q', 18), ('v', 17), ('z', 15), ('y', 11), ('j', 10), ('x', 6), ('h', 4), ('k', 1), ('w', 1))
Iteration 2700: Order (('e', 301), ('a', 266), ('n', 181), ('i', 179), ('o', 177), ('r', 152), ('s', 138), ('c', 125), ('d', 125), ('t', 122), ('l', 113), ('u', 85), ('m', 59), ('p', 52), ('g', 26), ('f', 23), ('q', 19), ('b', 18), ('v', 18), ('z', 15), ('y', 12), ('j', 10), ('x', 6), ('h', 4), ('k', 1), ('w', 1))
Iteration 2800: Order (('e', 320), ('a', 273), ('n', 190), ('o', 183), ('i', 182), ('r', 159), ('s', 144), ('d', 131), ('c', 128), ('t', 127), ('l', 117), ('u', 87), ('m', 60), ('p', 53), ('g', 26), ('f', 24), ('q', 20), ('b', 19), ('v', 18), ('z', 15), ('y', 12), ('j', 10), ('x', 6), ('h', 4), ('k', 2), ('w', 1))
Iteration 2900: Order (('e', 329), ('a', 279), ('n', 199), ('o', 193), ('i', 187), ('r', 161), ('s', 146), ('d', 135), ('c', 132), ('t', 132), ('l', 122), ('u', 93), ('m', 62), ('p', 55), ('g', 31), ('f', 26), ('b', 20), ('q', 20), ('v', 19), ('z', 15), ('y', 13), ('j', 10), ('x', 6), ('h', 4), ('k', 3), ('w', 1))
Iteration 3000: Order (('e', 344), ('a', 287), ('n', 204), ('o', 199), ('i', 193), ('r', 164), ('s', 152), ('d', 141), ('t', 138), ('c', 136), ('l', 125), ('u', 97), ('m', 65), ('p', 58), ('g', 32), ('f', 26), ('q', 22), ('b', 20), ('v', 19), ('z', 16), ('y', 14), ('j', 10), ('x', 6), ('h', 4), ('k', 3), ('w', 1))
Iteration 3100: Order (('e', 360), ('a', 295), ('n', 212), ('o', 203), ('i', 198), ('r', 170), ('s', 161), ('d', 145), ('c', 143), ('t', 142), ('l', 128), ('u', 99), ('m', 66), ('p', 61), ('g', 33), ('f', 26), ('q', 22), ('b', 21), ('v', 19), ('z', 17), ('y', 14), ('j', 10), ('x', 6), ('h', 4), ('k', 4), ('w', 1))
Iteration 3200: Order (('e', 376), ('a', 300), ('n', 222), ('o', 213), ('i', 201), ('r', 178), ('s', 170), ('d', 149), ('c', 148), ('t', 146), ('l', 129), ('u', 104), ('m', 66), ('p', 62), ('g', 35), ('f', 26), ('q', 24), ('b', 21), ('v', 20), ('z', 17), ('y', 14), ('j', 10), ('x', 6), ('h', 4), ('k', 4), ('w', 1))
Iteration 3300: Order (('e', 383), ('a', 313), ('n', 228), ('o', 219), ('i', 210), ('r', 180), ('s', 176), ('d', 156), ('c', 155), ('t', 147), ('l', 137), ('u', 104), ('m', 69), ('p', 62), ('g', 36), ('f', 28), ('q', 24), ('b', 23), ('v', 21), ('z', 17), ('y', 15), ('j', 10), ('x', 6), ('h', 4), ('k', 4), ('w', 1))
Iteration 3400: Order (('e', 392), ('a', 322), ('n', 237), ('o', 231), ('i', 213), ('r', 187), ('s', 179), ('c', 161), ('d', 160), ('t', 151), ('l', 140), ('u', 108), ('m', 69), ('p', 65), ('g', 38), ('f', 29), ('q', 25), ('b', 24), ('v', 21), ('z', 17), ('y', 16), ('j', 10), ('x', 6), ('h', 5), ('k', 5), ('w', 1))
Iteration 3500: Order (('e', 407), ('a', 333), ('n', 245), ('o', 235), ('i', 217), ('r', 192), ('s', 183), ('c', 166), ('d', 164), ('t', 152), ('l', 147), ('u', 112), ('m', 69), ('p', 68), ('g', 39), ('f', 30), ('q', 25), ('b', 24), ('v', 22), ('z', 18), ('y', 17), ('j', 10), ('x', 6), ('h', 5), ('k', 5), ('w', 1))
Iteration 3600: Order (('e', 416), ('a', 340), ('n', 254), ('o', 241), ('i', 221), ('r', 195), ('s', 190), ('c', 168), ('d', 167), ('t', 156), ('l', 150), ('u', 118), ('m', 71), ('p', 71), ('g', 40), ('f', 31), ('b', 25), ('q', 25), ('v', 23), ('z', 18), ('y', 17), ('j', 10), ('k', 6), ('x', 6), ('h', 5), ('w', 1))
Iteration 3700: Order (('e', 426), ('a', 352), ('n', 257), ('o', 249), ('i', 225), ('r', 199), ('s', 195), ('c', 171), ('d', 169), ('t', 159), ('l', 153), ('u', 119), ('m', 77), ('p', 75), ('g', 44), ('f', 32), ('b', 25), ('q', 25), ('v', 23), ('z', 21), ('y', 19), ('j', 10), ('h', 6), ('k', 6), ('x', 6), ('w', 1))
Iteration 3800: Order (('e', 442), ('a', 361), ('n', 264), ('o', 254), ('i', 228), ('r', 207), ('s', 207), ('c', 173), ('d', 172), ('t', 164), ('l', 156), ('u', 121), ('m', 80), ('p', 77), ('g', 44), ('f', 32), ('b', 28), ('q', 25), ('v', 25), ('z', 21), ('y', 19), ('j', 10), ('k', 7), ('h', 6), ('x', 6), ('w', 1))
Iteration 3900: Order (('e', 460), ('a', 367), ('n', 271), ('o', 257), ('i', 230), ('s', 215), ('r', 211), ('c', 174), ('d', 172), ('t', 170), ('l', 158), ('u', 125), ('m', 82), ('p', 77), ('g', 48), ('f', 32), ('b', 31), ('q', 25), ('v', 25), ('z', 23), ('y', 21), ('k', 12), ('j', 10), ('h', 6), ('x', 6), ('w', 1))
Iteration 4000: Order (('e', 470), ('a', 375), ('n', 279), ('o', 265), ('i', 234), ('s', 229), ('r', 214), ('c', 179), ('d', 174), ('t', 171), ('l', 161), ('u', 128), ('m', 83), ('p', 78), ('g', 48), ('b', 33), ('f', 32), ('v', 27), ('q', 25), ('z', 24), ('y', 21), ('k', 14), ('j', 10), ('h', 6), ('x', 6), ('w', 1))
Iteration 4100: Order (('e', 482), ('a', 384), ('n', 282), ('o', 272), ('s', 241), ('i', 238), ('r', 219), ('c', 185), ('d', 180), ('t', 176), ('l', 164), ('u', 130), ('m', 85), ('p', 79), ('g', 48), ('b', 34), ('f', 32), ('v', 28), ('q', 26), ('z', 24), ('y', 22), ('k', 14), ('j', 10), ('h', 6), ('x', 6), ('w', 1))
Iteration 4200: Order (('e', 500), ('a', 391), ('n', 292), ('o', 275), ('s', 248), ('i', 244), ('r', 224), ('c', 186), ('t', 184), ('d', 183), ('l', 167), ('u', 134), ('m', 87), ('p', 82), ('g', 48), ('b', 34), ('f', 34), ('v', 28), ('q', 27), ('z', 24), ('y', 22), ('k', 14), ('j', 10), ('h', 6), ('x', 6), ('w', 1))
Iteration 4300: Order (('e', 516), ('a', 401), ('n', 297), ('o', 280), ('s', 253), ('i', 250), ('r', 230), ('c', 189), ('t', 187), ('d', 186), ('l', 170), ('u', 137), ('m', 88), ('p', 88), ('g', 49), ('b', 34), ('f', 34), ('q', 30), ('v', 28), ('z', 24), ('y', 23), ('k', 14), ('j', 10), ('h', 6), ('x', 6), ('w', 1))
Iteration 4400: Order (('e', 532), ('a', 402), ('n', 303), ('o', 292), ('s', 261), ('i', 255), ('r', 235), ('t', 192), ('c', 191), ('d', 190), ('l', 175), ('u', 139), ('p', 92), ('m', 90), ('g', 49), ('b', 34), ('f', 34), ('q', 31), ('v', 30), ('y', 24), ('z', 24), ('k', 14), ('j', 10), ('h', 6), ('x', 6), ('w', 1))
Iteration 4500: Order (('e', 541), ('a', 415), ('n', 311), ('o', 299), ('s', 264), ('i', 258), ('r', 242), ('t', 196), ('c', 195), ('d', 192), ('l', 178), ('u', 143), ('p', 94), ('m', 92), ('g', 49), ('b', 36), ('f', 35), ('q', 31), ('v', 30), ('y', 25), ('z', 24), ('k', 14), ('j', 12), ('h', 7), ('x', 6), ('w', 1))
Iteration 4600: Order (('e', 556), ('a', 421), ('n', 316), ('o', 303), ('s', 274), ('i', 263), ('r', 250), ('t', 201), ('c', 199), ('d', 198), ('l', 181), ('u', 146), ('m', 95), ('p', 95), ('g', 49), ('b', 37), ('f', 36), ('q', 32), ('v', 30), ('y', 26), ('z', 24), ('k', 14), ('j', 12), ('h', 8), ('x', 6), ('w', 2))
Iteration 4700: Order (('e', 566), ('a', 429), ('n', 324), ('o', 309), ('s', 286), ('i', 271), ('r', 253), ('t', 209), ('c', 201), ('d', 200), ('l', 182), ('u', 147), ('m', 102), ('p', 98), ('g', 49), ('b', 39), ('f', 36), ('q', 32), ('v', 30), ('y', 26), ('z', 24), ('k', 14), ('j', 13), ('h', 8), ('x', 6), ('w', 2))
Iteration 4800: Order (('e', 576), ('a', 438), ('n', 335), ('o', 316), ('s', 291), ('i', 276), ('r', 256), ('t', 213), ('c', 204), ('d', 201), ('l', 186), ('u', 150), ('m', 106), ('p', 100), ('g', 50), ('b', 40), ('f', 38), ('q', 33), ('v', 30), ('y', 26), ('z', 24), ('k', 14), ('j', 13), ('h', 8), ('x', 6), ('w', 2))
Iteration 4900: Order (('e', 590), ('a', 446), ('n', 345), ('o', 325), ('s', 298), ('i', 278), ('r', 260), ('t', 221), ('c', 210), ('d', 202), ('l', 186), ('u', 155), ('m', 108), ('p', 102), ('g', 50), ('b', 41), ('f', 39), ('q', 34), ('v', 33), ('y', 27), ('z', 24), ('j', 14), ('k', 14), ('h', 8), ('x', 6), ('w', 2))
Iteration 5000: Order (('e', 595), ('a', 462), ('n', 350), ('o', 331), ('s', 304), ('i', 290), ('r', 266), ('t', 225), ('c', 215), ('d', 206), ('l', 192), ('u', 156), ('m', 110), ('p', 104), ('g', 51), ('b', 41), ('f', 40), ('v', 35), ('q', 34), ('y', 27), ('z', 25), ('j', 14), ('k', 14), ('h', 9), ('x', 6), ('w', 2))
